1789099664	11998836	14325936
1789099679	11684688	14640832
1789099694	11662560	14663536
1789099709	11511320	14815480
1789099724	11379380	14948060
1789099739	11241800	15085768
1789099754	11033368	15294700
1789099769	10689068	15639512
1789099784	10744104	15584872
1789099799	10727832	15601648
1789099814	10544636	15785368
1789099829	10332160	15998396
1789099844	10191792	16139156
1789099859	10073908	16257484
1789099874	10106840	16229432
1789099889	10340968	15994328
1789099904	10418068	15915468
1789099919	10404352	15929808
1789099934	10492272	15842460
1789099949	10536612	15798848
1789099964	10569336	15766724
1789099979	10613592	15723024
1789099994	10694548	15642604
1789100009	10735368	15602460
1789100024	10784108	15554308
1789100039	10868560	15470424
1789100054	10777580	15562772
1789100069	10853452	15671936
1789100084	11686136	14839272
1789100099	12185284	14345288
1789100114	12724776	13807356
1789100130	13142616	13391104
1789100145	13451840	13083328
1789100160	13523016	13013460
1789100175	13528096	13010240
1789100190	13543540	12996176
1789100205	13564020	12977940
1789100220	13583640	12958620
1789100235	13585180	12977632
1789100250	1378304	162332
1789100265	1411072	162332
1789100280	2657288	123748
1789100295	2692076	123744
1789100310	3049620	121604
1789100325	3280908	119612
1789100340	3969024	119348
1789100355	10704204	118004
1789100370	13596252	960224
1789100385	13590024	1870100
1789100400	13591004	2522480
1789100415	13594572	3903052
1789100430	13593896	5611056
1789100445	13594212	6752176
1789100460	13592948	7951500
1789100475	13594048	9134728
1789100490	13574516	10535452
1789100505	13588588	10722960
1789100520	13589096	10765448
1789100535	13589096	10765448
1789100550	13589096	10765448
1789100565	13589096	10765448
1789100580	13589096	10765448
1789100595	13589096	10765448
1789100610	13591924	10762620
1789100625	13588964	10765508
1789100640	13587256	10767204
1789100655	13587824	10766684
1789100670	13586928	10767544
1789100685	13586752	10767712
1789100700	13587316	10766940
1789100715	13587332	10766972
1789100730	13586972	10767188
1789100745	13586308	10767848
1789100760	13587300	10766868
1789100775	13530188	10823836
1789100790	13442188	10911836
1789100805	13360520	10993512
1789100820	13309832	11037844
1789100835	13303768	11043908
1789100850	13301580	11044428
1789100865	13305976	11039504
1789100880	13306576	11038912
1789100895	13305684	11039836
1789100910	13304964	11040516
1789100925	13304864	11040616
1789100940	13435232	10908436
1789100955	13434940	10902292
1789100970	13447164	10887036
1789100985	13424692	10909544
1789101000	13378876	10955324
1789101016	13332212	11002064
1789101031	13079520	11371640
1789101046	12873716	11674448
1789101061	12713260	11934632
1789101076	12669712	12073344
1789101091	12682516	13231928
1789101106	12682516	13231928
1789101121	12683468	13266832
1789101136	12384308	13607220
1789101151	12145184	13847016
1789101166	11937564	14055188
1789101181	11859344	14133888
1789101196	11793768	14200072
1789101211	11649384	14344884
1789101226	11560720	14434020
1789101241	11366384	14628688
1789101256	11253136	14742400
1789101271	10982756	15013160
1789101286	10736524	15259712
1789101301	10843004	15153564
1789101316	10888536	15108432
1789101331	10793944	15205256
1789101346	10692516	15306684
1789101361	10616252	15382948
1789101376	10534076	15464984
1789101391	10427716	15570944
1789101406	10393004	15605664
1789101421	10420164	15578816
1789101436	10490832	15508568
1789101451	10628372	15371668
1789101466	10757536	15243124
1789101481	10838340	15162928
1789101496	10941300	15060576
1789101511	11165072	14837412
1789101526	11246652	14756472
1789101541	11282028	14721488
1789101556	11252412	14751468
1789101571	11124120	14880336
1789101586	11071848	14932896
1789101601	11054732	14950436
1789101616	10966868	15038792
1789101631	10885056	15121048
1789101646	10878188	15128436
1789101661	11068264	15124348
1789101676	11893092	14299512
1789101691	12227284	13968464
1789101706	12493900	13704696
1789101721	12874804	13325508
1789101736	13100304	13100964
1789101751	13336448	12867820
1789101766	13423472	12780568
1789101781	13538500	12666152
1789101796	13573504	12632364
1789101811	13574440	12631980
1789101826	13574264	12633392
1789101841	13573876	12634736
1789101856	13573952	12643080
1789101871	774604	187488
1789101886	1382860	187484
1789101901	2650680	166616
1789101916	2650680	166616
1789101932	3003964	166572
1789101947	3102368	166460
1789101962	2652396	166136
1789101977	11137684	164812
1789101992	13589812	458976
1789102007	13585736	1907032
1789102022	13597524	2574424
1789102037	13596268	3408324
1789102052	13592264	3890196
1789102067	13589744	4522932
1789102082	13591372	5093496
1789102100	12439080	6475392
1789102115	13552008	6171788
1789102130	13392964	6389984
1789102145	13239104	6583612
1789102160	13123356	6707548
1789102175	13020580	6760308
1789102190	13161980	6439960
1789102205	13302628	6166152
1789102220	13599312	5850744
1789102235	13597696	6418240
1789102250	13573976	8283324
1789102265	13563936	10216184
1789102281	13571960	11308816
1789102296	13481236	12892084
1789102311	13460412	14168820
1789102326	13278792	15651400
1789102341	9470236	11201472
1789102356	13592700	9802724
1789102371	13450296	11322580
1789102386	13429756	12928112
1789102401	13413900	14552996
1789102416	13306568	16025932
1789102431	13159952	16172508
1789102446	13017092	16316424
1789102461	13093852	16238620
1789102476	13108904	16223616
1789102491	13372024	15960680
1789102506	13425672	16070572
1789102521	13501284	17235228
1789102536	13542040	18445416
1789102551	13539560	19563052
1789102566	13536688	20136384
1789102581	13534044	20716568
1789102596	13531604	21927032
1789102611	13534028	23277252
1789102626	13531860	24670320
1789102641	13431052	25717504
1789102656	13241104	25907484
1789102671	13081856	26066660
1789102686	12960280	26188292
1789102701	12893408	26255192
1789102716	12929340	26219108
1789102731	13128108	26020644
1789102746	13516684	25931064
1789102761	13504456	27104180
1789102776	13502872	27707092
1789102791	13500752	28343976
1789102806	13498820	28861508
1789102821	13495656	29441052
1789102836	13493816	29933008
1789102851	13492948	30787860
1789102866	13539032	31818332
1789102881	13541220	33001896
1789102896	13537992	34095092
1789102911	13533624	35409164
1789102926	13410168	35888284
1789102941	13225560	36074172
1789102956	13053332	36245176
1789102971	13009684	36288788
1789102986	13152148	36146392
1789103001	13526584	35771908
1789103016	13487644	35810712
1789103031	13444816	35853536
1789103046	13464184	35834188
1789103061	13462076	35836452
1789103076	13463724	35834964
1789103091	13461892	35836760
1789103106	13463120	35836840
1789103121	13380812	35919136
1789103136	13536448	35762196
1789103151	13536748	35843832
1789103166	13536748	35843832
1789103182	13536748	35843832
1789103197	13536748	35843832
1789103212	13536748	35843832
1789103227	13536748	35843832
1789103242	13536748	35843832
1789103257	13536748	35843832
1789103272	13536748	35843832
1789103287	13536748	35843832
1789103302	13536748	35843832
1789103317	13536748	35843832
1789103332	13536748	35843832
1789103347	13538464	35842040
1789103362	13537028	35843472
1789103377	13532124	35848380
1789103392	13529800	35850700
1789103407	13527864	35853320
1789103422	13528852	35851656
1789103437	13526324	35855736
1789103452	13523864	35856632
1789103467	13520764	35859740
1789103482	13478836	35901664
1789103497	13428164	35952336
1789103512	13402012	35978488
1789103527	13480392	35900108
1789103542	13478800	35901700
1789103557	13479248	35901256
1789103572	13478476	35902032
1789103587	13480936	35900324
1789103602	13478764	35901740
1789103617	13478888	35901608
1789103632	13479796	35900700
1789103647	13478908	35901604
1789103662	13479992	35900520
1789103677	13479180	35901324
1789103692	13479780	35901500
1789103707	13480072	35900432
1789103722	13481044	35899464
1789103737	13479336	35901168
1789103752	13485048	35895456
1789103767	13486512	35893988
1789103782	13511316	35869176
1789103797	13531860	35848660
1789103812	13534392	35847316
1789103827	13533544	35846956
1789103842	13533660	35846920
1789103857	13533580	35846932
1789103872	13533404	35847096
1789103887	13533688	35847864
1789103902	13533472	35847108
1789103917	13533956	35846540
1789103932	13533044	35847536
1789103947	13533324	35847184
1789103962	13533552	35846948
1789103977	13534624	35845880
1789103992	13533376	35847132
1789104007	13534576	35845932
1789104022	13532968	35847532
1789104037	13534124	35846376
1789104052	13533340	35847160
1789104067	13534036	35846464
1789104082	13533020	35847484
1789104097	13533284	35847212
1789104113	13541388	35839112
1789104128	13541180	35839324
1789104143	13540580	35839924
1789104158	13541236	35839260
1789104173	13540408	35840088
1789104188	13540924	35839576
1789104203	13539928	35840652
1789104218	13539844	35840652
1789104233	13540144	35840360
1789104248	13479316	36087480
1789104263	13322912	36293960
1789104278	13110856	36592872
1789104293	12907392	36882536
1789104308	12706920	37183640
1789104323	12509116	37448484
1789104338	12302888	37748784
1789104353	12085544	38017892
1789104368	11904736	38285984
1789104383	11739172	38528532
1789104398	11971908	40486608
1789104413	12021184	40567388
1789104428	12019992	40568580
1789104443	12019992	40568580
1789104458	12019992	40568580
1789104473	11975020	40764064
1789104488	11791696	40947776
1789104503	11492752	41247296
1789104518	11439036	41301568
1789104533	11385376	41355748
1789104548	11338452	41403112
1789104563	11060224	41681768
1789104578	10671792	42070584
1789104593	10353392	42389400
1789104608	10194596	42548540
1789104623	10259852	42483572
1789104638	10417508	42326308
1789104653	10538588	42205600
1789104668	10463040	42281624
1789104683	10491656	42253372
1789104698	10468576	42276876
1789104713	10365476	42380464
1789104728	10292508	42453652
1789104743	10234776	42511660
1789104758	10091748	42655032
1789104773	9951204	42795960
1789104788	9778208	42969456
1789104803	9617592	43130512
1789104818	9484740	43263804
1789104833	9302492	43446556
1789104848	9276320	43473184
1789104863	9287764	43462220
1789104878	9346312	43404164
1789104893	9351416	43399548
1789104908	9310588	43441732
1789104923	9425432	43326420
1789104938	9602188	43150948
1789104953	9834400	42918236
1789104968	9922460	42830716
1789104983	9898680	42855868
1789104998	9893292	42861000
1789105014	9807232	42946924
1789105029	9716828	43037804
1789105044	9794040	42961032
1789105059	9715740	43039808
1789105074	9576036	43179940
1789105089	9521564	43234772
1789105104	9379168	43377604
1789105119	9299680	43457564
1789105134	9327044	43430620
1789105149	9278400	43479696
1789105164	9355216	43403344
1789105179	9397412	43361552
1789105194	9375160	43384148
1789105209	9357460	43402332
1789105224	9361964	43398180
1789105239	9539496	43220964
1789105254	9632320	43128632
1789105269	9741168	43020976
1789105284	9792552	42970392
1789105299	9790468	42971692
1789105314	9725952	43036836
1789105329	9975092	42787980
1789105344	10027212	42736304
1789105359	10027056	42736892
1789105374	9985352	42780612
1789105389	9940844	42823864
1789105404	9868868	42896264
1789105419	9690272	43075344
1789105434	9618520	43147444
1789105449	9655308	43111828
1789105464	9771236	42995780
1789105479	9919860	42847656
1789105494	9968972	42799040
1789105509	9940100	42828984
1789105524	9942560	42827276
1789105539	10059916	42709116
1789105554	10097156	42672268
1789105569	10098524	42671468
1789105584	9880912	42889372
1789105599	9719704	43050996
1789105614	9542020	43229172
1789105629	9340564	43467640
1789105644	9859148	43284440
1789105659	10574188	42569428
1789105674	11334724	41809408
1789105689	11884504	41259596
1789105704	12936172	40207992
1789105719	13461588	39682688
1789105734	13526632	39625780
1789105749	13524296	39629644
1789105764	13530232	39625556
1789105779	13528488	39628840
1789105794	13528560	39629996
1789105809	13529360	39632664
1789105824	13528940	39632664
1789105839	13526824	39636640
1789105854	13528008	39636428
1789105869	13533604	39632008
1789105884	13532632	39634412
1789105900	13532904	39635484
1789105915	13533188	39636476
1789105930	13533976	39638248
1789105945	13532852	39639736
1789105960	13532700	39640988
1789105975	13532700	39641816
1789105990	13534336	39640988
1789106005	13533768	39668108
1789106020	13532172	39654044
1789106035	13533720	39664740
1789106050	13531596	39686472
1789106065	1476916	250540
1789106080	1497400	250540
1789106095	2749404	215108
1789106110	2749404	215108
1789106125	3103992	215088
1789106140	3347220	214924
1789106155	3649492	214548
1789106170	11131392	211724
1789106185	13598848	1916920
1789106200	13603000	2655700
1789106215	13600260	2963568
1789106230	13599992	3572764
1789106245	13596588	4351072
1789106260	13485484	5288596
1789106275	13535068	6094996
1789106290	13364172	6346808
1789106305	13191628	6605848
1789106320	13064480	6733008
1789106335	13116132	6370316
1789106350	13476696	5843668
1789106365	13575948	6193688
1789106380	13574084	9609264
1789106395	13563812	11886328
1789106410	13528136	13327776
1789106425	13525860	14690852
1789106440	8279600	11736896
1789106455	11739064	10540204
1789106470	13497248	10530932
1789106485	13483496	11604692
1789106500	13473220	13307796
1789106515	13458636	15268248
1789106530	13267016	15793076
1789106545	12977628	16108188
1789106560	12930832	16185864
1789106575	13051504	16081800
1789106590	13004768	16128784
1789106605	13456808	15692768
1789106620	13465828	16839196
1789106635	13463880	18124088
1789106650	13468328	19174140
1789106665	13549904	20187956
1789106680	13560024	21296760
1789106695	13556932	22615572
1789106710	13551720	23592556
1789106725	13556704	24578920
1789106740	13452752	25512288
1789106755	13282832	25682300
1789106770	13162824	25802568
1789106785	13100156	25866196
1789106801	13218064	25747308
1789106816	13440460	25524744
1789106831	13546892	26285332
1789106846	13543708	27198020
1789106861	13541820	27853116
1789106876	13540192	28523328
1789106891	13537368	29138244
1789106906	13533908	29818292
1789106921	13538308	31022256
1789106936	13535608	32363224
1789106951	13532424	33518704
1789106966	13469612	34543028
1789106981	13453860	35658852
1789106996	13259072	35856032
1789107011	13112644	36001700
1789107026	13015360	36099224
1789107041	12966300	36148136
1789107056	13029360	36085608
1789107071	13255812	35859164
1789107086	13527740	35588328
1789107101	13527964	35587740
1789107116	13527684	35590548
1789107131	13519556	35598252
1789107146	13491356	35626460
1789107161	13503116	35614820
1789107176	13503672	35615068
1789107191	13515776	35604360
1789107206	13267956	35851124
1789107221	13300572	35818292
1789107236	13520496	35680512
1789107251	13518504	35682504
1789107266	13518504	35682504
1789107281	13518504	35682504
1789107296	13518504	35682504
1789107311	13518504	35682504
1789107326	13518504	35682504
1789107341	13518504	35682504
1789107356	13518504	35682504
1789107371	13518504	35682504
1789107386	13518504	35682504
1789107401	13518504	35682504
1789107416	13518504	35682504
1789107431	13518504	35682504
1789107446	13521028	35679900
1789107461	13522716	35678216
1789107476	13523876	35677060
1789107491	13525956	35674968
1789107506	13529024	35671904
1789107521	13537248	35663688
1789107536	13530376	35668340
1789107551	13500600	35698116
1789107566	13435936	35762772
1789107581	13383556	35815168
1789107596	13369008	35829712
1789107611	13368708	35831208
1789107626	13368208	35830512
1789107641	13368644	35830084
1789107656	13369116	35829604
1789107671	13368060	35830656
1789107686	13447388	35751324
1789107701	13468964	35729756
1789107717	13468484	35730236
1789107732	13469752	35728968
1789107747	13469400	35729320
1789107762	13469220	35729576
1789107777	13469268	35729460
1789107792	13468340	35730384
1789107807	13468692	35730028
1789107822	13470052	35728668
1789107837	13469028	35729768
1789107852	13475132	35723584
1789107867	13483204	35715592
1789107882	13500132	35698588
1789107897	13523440	35675280
1789107912	13539672	35659044
1789107927	13540896	35657816
1789107942	13539284	35659436
1789107957	13538924	35659792
1789107972	13538844	35659876
1789107987	13538068	35660728
1789108002	13538332	35660384
1789108017	13539728	35658984
1789108032	13539852	35658868
1789108047	13539368	35659352
1789108062	13538608	35660108
1789108077	13539920	35658796
1789108092	13539760	35659036
1789108107	13541112	35659816
1789108122	13540840	35657876
1789108137	13540476	35658252
1789108152	13540848	35657880
1789108167	13540700	35658096
1789108182	13540580	35658140
1789108197	13540444	35658352
1789108212	13540024	35658696
1789108227	13540020	35658700
1789108242	13539592	35659124
1789108257	13540252	35658468
1789108272	13540120	35658596
1789108287	13540548	35658248
1789108302	13541064	35657660
1789108317	13539432	35659288
1789108332	13540820	35657976
1789108347	13527028	35848752
1789108362	13348316	36095244
1789108377	13175880	36324328
1789108392	12994976	36573444
1789108407	12882028	36777928
1789108422	12782240	36962032
1789108437	12652948	37187144
1789108452	12461496	37457456
1789108467	12258784	37729048
1789108482	12137092	37919264
1789108497	11962020	38838736
1789108512	12192356	40214048
1789108527	12192356	40214048
1789108542	12192356	40214048
1789108557	12192356	40214048
1789108572	12214072	40273648
1789108587	12054052	40500048
1789108602	11737044	40819092
1789108617	11496544	41058740
1789108633	11384916	41170904
1789108648	11318256	41238132
1789108663	10998516	41558116
1789108678	10622924	41934220
1789108693	10248900	42308572
1789108708	10107652	42450836
1789108723	10069388	42488708
1789108738	10321212	42237360
1789108753	10434180	42124632
1789108768	10402956	42156304
1789108783	10449816	42110980
1789108798	10441236	42118948
1789108813	10348852	42211856
1789108828	10161052	42399944
